1,43
2,42
3,46
4,27
6,24
7,71
8,31
9,3
10,1
11,99
12,44
13,1
14,31
15,9
16,54
17,19
18,88
21,2
22,16
24,3
25,35
26,7
27,38
29,28
30,19
31,46
32,30
33,22
34,45
38,6
39,28
41,34
42,11
43,79
44,48
45,7
46,4
47,17
49,4
50,8
51,24
52,2
53,42
55,4
56,1
59,2
61,0
62,33
63,36
64,79
65,1
66,15
67,10
68,97
70,23
71,25
72,32
73,58
74,35
76,22
79,46
83,23
86,31
89,3
90,30
93,2
94,85
96,6
97,33
98,63
99,24
100,26
105,7
107,14
108,48
112,9
113,6
116,4
118,7
119,4
120,5
122,36
126,7
127,1
134,11
135,7
137,2
150,16
151,51
153,4
157,8
164,2
165,29
166,33
169,4
170,81
176,20
179,4
181,5
182,33
183,1
185,6
188,26
190,10
191,11
195,5
196,2
198,40
206,70
215,5
216,12
220,1
222,7
226,53
236,3
244,15
250,3
256,10
264,2
269,5
295,8
300,27
307,6
325,24
328,23
353,7
369,11
372,1
380,28
424,1
438,8
445,80
463,8
465,2
472,1
479,23
482,18
488,33
493,4
498,1
505,19
507,4
513,3
517,26
519,14
540,33
544,4
567,1
584,5
598,6
610,2
619,1
637,10
643,35
646,6
672,49
695,55
697,41
702,1
712,1
730,8
733,21
744,52
756,3
765,5
789,51
796,56
819,3
823,20
835,28
856,21
873,10
899,11
901,27
918,67
946,11
952,16
992,13
1007,1
1018,4
1052,4
1057,1
1077,5
1078,76
1104,53
1118,3
1123,47
1125,8
1167,2
1176,21
1197,7
1200,33
1219,19
1228,25
1265,4
1266,65
1273,18
1300,61
1323,30
1325,20
1329,18
1406,2
1411,7
1465,11
1473,2
1522,14
1535,53
1578,0
1591,35
1631,64
1671,51
1689,44
1743,22
1752,73
1842,67
1849,2
1926,12
1954,7
2009,19
2021,16
2028,1
2037,23
2116,10
2138,4
2175,46
2178,9
2213,2
2214,38
2235,7
2240,89
2251,41
2269,49
2357,3
2376,43
2392,35
2400,30
2424,52
2496,10
2597,8
2599,48
2606,9
2616,6
2630,19
2651,15
2676,5
2689,14
2712,3
2747,12
2760,1
2764,2
2843,42
2851,88
2886,35
2954,24
2957,23
2997,10
3044,26
3047,9
3065,1
3068,4
3071,53
3098,1
3109,14
3113,26
3114,13
3118,4
3168,25
3174,41
3193,16
3205,7
3212,23
3222,11
3241,42
3278,32
3287,1
3295,5
3297,19
3298,2
3304,13
3315,60
3337,9
3338,2
3362,56
3371,29
3376,24
3378,39
3380,12
3397,57
3399,31
3436,12
3445,11
3464,27
3499,12
3509,1
3547,11
3552,83
3559,41
3569,23
3573,3
3577,6
3602,70
3624,8
3628,42
3635,18
3646,14
3666,5
3669,1
3671,38
3677,8
3684,21
3691,25
3700,49
3730,2
3735,5
3741,30
3742,7
3746,9
3749,49
3759,4
3795,2
3808,15
3814,40
3847,7
3848,28
3853,9
3857,47
3861,76
3862,1
3870,31
3884,76
3903,27
3908,10
3915,64
3937,4
3944,2
3955,9
3988,35
4042,57
4067,9
4099,13
4127,49
4135,57
4145,38
4164,10
4191,29
4194,5
4218,13
4220,19
4259,20
4261,49
4265,12
4295,2
4308,9
4316,11
4319,67
4329,15
4358,8
4367,3
4369,43
4388,32
4392,67
4425,5
4428,25
4429,35
4439,7
4444,39
4471,30
4476,6
4485,1
4492,27
4505,1
4535,3
4540,10
4558,24
4560,28
4570,76
4606,4
4620,3
4623,21
4626,1
4635,47
4662,27
4680,39
4691,26
4704,23
4709,21
4739,53
4754,9
4808,3
4817,15
4837,39
4880,25
4895,19
4913,3
4966,2
4986,8
5010,34
5016,10
5034,17
5037,16
5063,1
5075,22
5089,3
5094,39
5115,30
5128,38
5171,5
5190,16
5200,22
5220,5
5302,7
5314,9
5333,12
5339,8
5363,4
5364,18
5399,40
5403,99
5429,17
5455,73
5500,10
5510,1
5511,31
5522,23
5533,9
5547,2
5548,2
5552,1
5608,40
5637,5
5645,8
5681,93
5683,6
5703,4
5705,3
5717,53
5720,64
5729,5
5736,33
5753,22
5771,20
5798,39
5817,3
5825,4
5846,17
5851,8
5856,28
5861,6
5862,25
5894,46
5904,6
5941,3
5961,4
6001,5
6004,23
6019,9
6034,1
6071,11
6095,35
6103,2
6113,7
6120,94
6121,12
6153,46
6169,73
6173,7
6175,31
6183,5
6197,8
6222,4
6244,25
6264,77
6273,92
6280,45
6283,11
6284,47
6286,47
6296,16
6307,9
6311,3
6317,11
6324,6
6329,2
6340,5
6348,10
6350,33
6379,10
6391,6
6404,77
6435,12
6438,7
6446,3
6458,27
6468,75
6496,77
6511,30
6516,1
6523,40
6527,4
6549,30
6561,71
6575,35
6578,5
6589,1
6593,29
6606,35
6607,10
6627,35
6645,9
6649,2
6652,25
6661,76
6666,6
6669,1
6672,6
6685,1
6707,61
6710,12
6716,40
6755,2
6781,14
6798,21
6808,7
6815,55
6817,5
6827,45
6844,7
6852,31
6859,13
6869,11
6878,4
6949,19
6968,2
6972,37
6974,6
6995,41
7021,2
7022,89
7038,58
7041,73
7064,2
7068,85
7095,20
7104,28
7110,42
7126,14
7129,4
7145,1
7177,25
7204,8
7205,28
7219,8
7221,10
7249,29
7250,3
7252,3
7254,68
7258,7
7265,10
7278,6
7279,7
7294,7
7301,85
7320,97
7323,33
7357,2
7361,73
7366,10
7377,4
7395,21
7402,44
7410,36
7414,17
7419,5
7435,3
7457,38
7465,10
7486,11
7488,42
7490,2
7495,23
7496,2
7498,5
7508,4
7509,11
7513,2
7516,80
7520,6
7534,29
7540,14
7543,31
7578,1
7580,38
7586,13
7593,15
7643,43
7686,2
7694,14
7730,39
7745,6
7757,6
7761,7
7777,27
7798,6
7840,2
7858,23
7859,11
7862,97
7872,23
7891,47
7897,16
7930,4
7990,14
8004,1
8029,39
8072,17
8085,11
8129,3
8130,8
8155,19
8184,4
8190,73
8201,43
8209,1
8246,11
8247,48
8250,1
8257,65
8261,9
8268,21
8272,48
8289,22
8291,3
8316,74
8351,19
8352,7
8359,87
8429,56
8471,56
8472,6
8484,6
8494,53
8519,1
8531,3
8534,24
8545,2
8551,42
8624,75
8625,52
8656,7
8690,15
8697,4
8701,2
8725,4
8773,32
8780,24
8803,19
8814,20
8817,49
8833,9
8834,2
8838,23
8846,23
8874,25
8884,31
8903,89
8908,9
8911,7
8921,5
8926,20
8943,8
8955,3
8956,19
8991,8
8995,34
9019,11
9059,15
9070,2
9076,3
9086,16
9102,34
9120,64
9137,7
9156,3
9162,37
9177,34
9183,28
9199,13
9218,3
9232,46
9238,4
9244,39
9254,6
9268,6
9282,9
9305,41
9313,13
9364,2
9385,38
9389,23
9432,22
9446,4
9449,17
9471,22
9475,41
9486,33
9493,29
9503,6
9565,84
9574,6
9592,3
9595,31
9613,3
9621,10
9680,10
9697,10
9709,23
9718,43
9723,3
9724,3
9727,39
9731,30
9759,81
9792,6
9806,61
9816,1
9836,2
9855,43
9864,5
9867,22
9876,4
9897,36
9920,4
9932,34
9938,22
9963,3
9973,40
9992,15
9993,22
9999,2
10003,27
10009,2
10013,9
10033,4
10049,20
10051,13
10059,75
10064,2
10080,3
10096,28
10106,16
10109,23
10116,58
10121,3
10149,2
10183,16
10200,2
10201,2
10206,7
10225,31
10227,44
10232,6
10244,26
10256,2
10267,44
10273,7
10317,31
10319,41
10331,39
10379,89
10387,32
10404,21
10436,2
10465,45
10467,69
10481,47
10512,26
10517,67
10533,3
10547,4
10574,4
10582,75
10610,3
10623,17
10624,2
10627,4
10642,19
10643,19
10682,24
10695,31
10714,17
10719,3
10722,61
10734,4
10745,61
10752,7
10757,23
10766,10
10769,18
10777,7
10784,86
10795,31
10800,25
10815,8
10824,1
10837,8
10857,41
10873,2
10888,18
10903,2
10915,44
10969,16
10999,36
11008,6
11035,17
11061,33
11070,77
11095,4
11096,87
11110,3
11146,1
11169,74
11202,2
11205,1
11232,4
11304,46
11319,15
11376,5
11396,2
11404,52
11474,5
11526,2
11528,19
11602,6
11618,2
11623,5
11639,40
11672,1
11682,2
11716,7
11745,15
11753,9
11777,2
11835,14
11850,36
11870,46
11881,35
11907,79
12013,29
12028,2
12033,17
12039,41
12070,27
12112,1
12176,25
12190,26
12195,12
12227,2
12311,13
12316,19
12347,4
12360,43
12365,24
12403,90
12429,67
12443,19
12481,4
12485,8
12489,11
12499,9
12505,8
12540,6
12542,18
12568,43
12578,7
12588,38
12613,8
12620,8
12741,26
12810,18
12814,2
12856,47
12861,4
12870,44
12875,84
12876,4
12881,5
12919,9
12927,18
12943,2
12965,41
12978,15
12980,34
13008,26
13018,1
13025,26
13040,55
13051,8
13052,26
13056,5
13073,1
13091,13
13092,3
13102,3
13113,8
13117,4
13136,31
13213,11
13223,5
13277,15
13405,3
13420,18
13425,5
13428,6
13429,47
13444,1
13446,3
13476,37
13531,4
13560,30
13575,31
13578,88
13649,27
13661,32
13665,4
13690,3
13705,11
13721,6
13732,60
13744,1
13747,4
13774,6
13783,16
13798,5
13800,21
13802,3
13821,64
13830,1
13833,47
13834,62
13837,2
13842,46
13952,7
13976,66
13978,13
13995,1
14002,99
14010,80
14063,3
14064,26
14102,2
14114,1
14190,15
14226,3
14229,32
14247,7
14249,6
14285,50
14289,1
14300,32
14346,29
14390,21
14405,6
14414,3
14486,4
14515,23
14536,3
14544,77
14584,12
14638,2
14662,6
14755,6
14782,6
14784,39
14845,10
14878,29
14924,25
14940,89
14995,6
14998,12
15020,11
15102,3
15105,2
15106,2
15126,29
15130,35
15135,50
15136,7
15144,6
15157,7
15168,4
15182,4
15251,7
15282,2
15285,2
15287,3
15330,4
15348,21
15354,2
15356,16
15365,49
15370,30
15380,7
15434,9
15441,3
15476,10
15516,2
15602,3
15610,13
15647,3
15708,1
15750,15
15756,27
15765,5
15768,17
15785,4
15789,21
15822,43
15865,47
15926,16
15941,47
15951,41
15956,6
15970,8
15998,5
16003,18
16040,2
16044,6
16057,10
16075,9
16088,21
16130,9
16168,53
16175,33
16226,41
16273,4
16276,8
16303,10
16361,1
16439,40
16445,20
16455,26
16559,56
16565,11
16582,5
16603,30
16620,11
16678,4
16685,68
16693,16
16702,17
16734,35
16754,47
16792,36
16805,5
16817,26
16822,15
16824,17
16827,3
16840,24
16846,81
16874,18
16897,12
16916,42
16924,30
16952,3
16994,7
17001,4
17013,2
17022,6
17124,12
17136,2
17145,47
17161,8
17163,7
17171,35
17207,53
17226,63
17235,9
17250,7
17287,21
17302,4
17354,2
17447,19
17456,98
17487,25
17541,1
17609,15
17611,5
17645,5
17790,5
17880,74
17892,18
18024,18
18027,7
18034,18
18048,21
18084,49
18133,12
18242,97
18290,37
18454,8
18489,3
18497,12
18500,21
18535,7
18610,32
18620,17
18710,40
18738,25
18776,61
18777,25
18829,6
18834,8
18852,36
18899,47
18901,9
18931,9
18954,5
18980,10
19009,6
19016,9
19028,8
19047,19
19058,3
19089,5
19091,29
19148,7
19151,10
19159,13
19166,58
19217,12
19235,60
19383,64
19431,7
19451,21
19490,5
19510,2
19527,81
19556,25
19589,13
19619,89
19634,4
19642,30
19653,15
19827,5
19828,8
19833,45
19845,10
19858,33
19883,32
19898,11
19910,8
19940,8
19951,4
20131,9
20134,45
20151,77
20152,65
20161,4
20178,35
20188,3
20228,26
20233,4
20238,10
20244,6
20265,7
20268,2
20272,84
20295,20
