Article_id,credibility_withoutInline_withMeanTime
6,0.000000000000287000
8,0.000000001439283000
10,0.000000000000382000
12,0.000000000987226000
23,0.000000000000478000
25,0.000000000737601000
27,0.000000000000573000
28,0.015746490055258000
29,0.000000000001099000
33,0.000526379965711000
35,0.000000000001194000
36,0.008576014004775000
39,0.000000000001290000
42,0.000000254344633000
43,0.000000000001337000
46,0.000163824943558000
47,0.000000000001385000
49,0.000111895607779000
50,0.000000000001576000
51,0.000000001204943000
54,0.000000000001672000
54,0.008063996810971000
242,0.000000000001720000
247,0.001019141251135000
248,0.000000000001863000
249,0.000016545758857000
253,0.000000000002006000
254,0.000000003087255000
255,0.000000000002054000
259,0.000052941337551000
264,0.000000000002197000
268,0.010213012741608000
269,0.000000000002245000
270,0.000009261568245000
271,0.000000000002341000
271,0.000616081940281000
272,0.000000000002388000
274,0.001536493672270000
278,0.000000000002436000
280,0.002360247242135000
290,0.000000000002579000
291,0.001235083028839000
293,0.000000000002579000
296,0.001235083028839000
301,0.000000000011559000
303,0.000073414342726000
305,0.000000000011798000
307,0.000001491682777000
308,0.000000000011846000
309,0.000122418991961000
311,0.000000000011894000
312,0.000012040589059000
313,0.000000000012085000
314,0.000000006871750000
315,0.000000000012133000
316,0.000000073188913000
317,0.000000000012180000
319,0.000054751964592000
320,0.000000000012371000
321,0.000000000078670000
322,0.000000000012610000
323,0.000000435551319000
324,0.000000000012801000
325,0.000005171607199000
326,0.000000000012849000
328,0.000001679200918000
330,0.000000000012897000
332,0.000000123576712000
333,0.000000000012945000
334,0.000031304679599000
336,0.000000000012945000
337,0.000031304679599000
337,0.000000000012992000
339,0.000011293515429000
340,0.000000000013088000
344,0.007963824719730000
348,0.000000000013279000
349,0.000008951674418000
349,0.000000000013374000
351,0.000000438182171000
358,0.000000000013852000
358,0.000015838024034000
359,0.000000000013900000
368,0.000000069659154000
369,0.000000000013995000
568,0.000000001025343000
569,0.000000000014139000
570,0.000000000624062000
571,0.000000000014378000
572,0.000005170665016000
573,0.000000000014473000
574,0.024029149063561000
575,0.000000000014569000
576,0.000195160249606000
578,0.000000000014664000
579,0.016625943511889000
580,0.000000000014712000
584,0.001512754879147000
586,0.000000000014760000
587,0.002423372445089000
590,0.000000000014855000
591,0.000050639565470000
592,0.000000000014903000
593,0.835063553244043000
594,0.000000000014951000
595,0.829791708117619000
596,0.000000000014999000
597,0.415886484086189000
599,0.000000000015046000
600,0.024423690462048000
606,0.000000000015094000
612,0.120689559040767000
615,0.000000000015142000
616,0.003406027117587000
617,0.000000000015237000
617,0.027109946128917000
617,0.000000000015285000
618,0.002112436132016000
618,0.000000000015333000
620,0.002011458452928000
621,0.000000000015381000
623,0.000000000668054000
623,0.000000000015428000
624,0.000000576022123000
625,0.000000000015476000
627,0.000260734950417000
628,0.000000000015524000
629,0.000047952096400000
630,0.000000000015572000
632,0.000002345430477000
633,0.000000000015667000
634,0.000907906390103000
639,0.000000000015763000
640,0.000034367613444000
642,0.000000000015858000
643,0.017147679528606000
644,0.000000000015906000
645,0.000000706257024000
649,0.000000000015954000
650,0.026295129706978000
651,0.000000000016049000
652,0.000059829568700000
653,0.000000000016097000
654,0.000030830609157000
655,0.000000000016097000
655,0.000030830609157000
655,0.000000000016193000
656,0.004389411169240000
657,0.000000000016240000
658,0.000469427464141000
659,0.000000000016431000
661,0.009223519919965000
662,0.000000000016623000
663,0.026741308737832000
664,0.000000000016670000
665,0.321874816038941000
666,0.000000000016670000
668,0.321874816038941000
669,0.000000000016766000
670,0.000060949227107000
673,0.000000000017100000
674,0.001918684658664000
675,0.000000000017100000
676,0.001918684658664000
677,0.000000000017148000
678,0.003275033670773000
679,0.000000000017578000
680,0.000022377755277000
681,0.000000000017626000
682,0.162608315468747000
683,0.000000000027131000
684,0.000492151017994000
684,0.000000000027179000
685,0.001258682696228000
689,0.000000000027227000
690,0.000638094672586000
691,0.000000000027274000
696,0.001323607737034000
697,0.000000000027322000
697,0.035633642865928000
698,0.000000000027370000
699,0.002544093832856000
700,0.000000000027418000
701,0.000059475562850000
703,0.000000000027465000
704,0.000000438526085000
705,0.000000000027513000
706,0.001597459857590000
707,0.000000000027609000
708,0.000026839527748000
709,0.000000000027656000
710,0.073082059840339000
711,0.000000000027704000
712,0.040259676560647000
713,0.000000000027895000
715,0.006083865829728000
715,0.000000000027991000
717,0.000323393354097000
718,0.000000000028039000
719,0.000262608037602000
728,0.000000000028182000
728,0.000074679323994000
730,0.000000000028230000
734,0.000002737074734000
734,0.000000000028277000
735,0.000062889130685000
736,0.000000000028325000
737,0.000046341212215000
738,0.000000000028373000
740,0.000625272240240000
741,0.000000000028421000
742,0.008213156376983000
744,0.000000000028468000
746,0.000000620548423000
748,0.000000000028516000
749,0.016778406182724000
751,0.000000000028612000
752,0.406753915494171000
753,0.000000000028660000
755,0.575272064560804000
759,0.000000000028946000
762,0.000000000611834000
764,0.000000000029233000
765,0.034894584446939000
766,0.000000000029376000
768,0.009005656510201000
769,0.000000000029424000
770,0.000000000340332000
771,0.000000000029472000
772,0.000000252463849000
772,0.000000000029472000
773,0.000000252463849000
775,0.000000000029472000
776,0.000000252463849000
777,0.000000000029519000
779,0.000000000410883000
779,0.000000000029519000
780,0.000000000410883000
782,0.000000000029615000
783,0.000389471516250000
783,0.000000000029663000
784,0.293729234647524000
784,0.000000000029758000
785,0.001098557068137000
786,0.000000000029758000
787,0.001098557068137000
788,0.000000000029806000
789,0.047926516757898000
791,0.000000000029854000
794,0.195013022129840000
795,0.000000000029949000
798,0.000230915414033000
799,0.000000000029997000
800,0.000052035434071000
801,0.000000000030045000
802,0.000028108063873000
803,0.000000000030093000
804,0.000318524404000000
806,0.000000000030188000
808,0.254984185624568000
809,0.000000000030236000
813,0.000269181711158000
814,0.000000000030284000
815,0.119958368624624000
816,0.000000000030522000
818,0.000534552035033000
819,0.000000000030570000
820,0.000423114885191000
821,0.000000000030666000
822,0.000975371373234000
824,0.000000000030713000
825,0.014436708653933000
826,0.000000000030761000
827,0.000000014396937000
828,0.000000000030809000
832,0.000081134545468000
835,0.000000000031000000
839,0.000392769387706000
840,0.000000000031048000
841,0.006626597196612000
842,0.000000000031096000
842,0.314837240008539000
843,0.000000000031143000
844,0.000089231550685000
846,0.000000000031191000
846,0.000092881189437000
848,0.000000000031239000
849,0.000000053747750000
850,0.000000000031287000
851,0.000015988958910000
852,0.000000000031287000
853,0.000015988958910000
854,0.000000000031287000
855,0.000015988958910000
856,0.000000000031334000
857,0.000026810440112000
858,0.000000000031382000
859,0.879279205309332000
860,0.000000000031430000
862,0.046848669864265000
863,0.000000000031478000
863,0.011507091339872000
864,0.000000000031573000
865,0.047680888879599000
866,0.000000000031621000
868,0.000277848025888000
869,0.000000000031669000
870,0.001307494741430000
872,0.000000000031717000
872,0.000020369196561000
873,0.000000000031764000
874,0.207511092248812000
875,0.000000000031812000
876,0.247543438484675000
877,0.000000000031908000
878,0.000297234307593000
880,0.000000000031955000
881,0.000000001005616000
882,0.000000000032003000
883,0.080660233807257000
884,0.000000000032146000
885,0.004009482129198000
886,0.000000000032194000
887,0.000392002907146000
888,0.000000000032242000
889,0.001599677626251000
890,0.000000000032290000
891,0.000018461612426000
892,0.000000000032338000
893,0.000022219669254000
894,0.000000000032385000
895,0.018749384613666000
896,0.000000000032433000
897,0.004253276987799000
897,0.000000000032481000
898,0.098277563794167000
899,0.000000000032529000
899,0.012084651783675000
900,0.000000000032576000
901,0.410778937681427000
902,0.000000000032624000
902,0.000393282884469000
903,0.000000000032672000
904,0.000000983617860000
905,0.000000000032672000
906,0.000000983617860000
909,0.000000000032720000
910,0.000010715153146000
911,0.000000000032911000
912,0.002204931824756000
913,0.000000000032958000
913,0.000031093962165000
914,0.000000000033006000
915,0.000069001507911000
